12000140938,100,Soft drinks,,,
12000140945,100,Soft drinks,,,
12000150050,100,Soft drinks,,,
12000151095,275,Soft drinks,,,
12000286179,185,Soft drinks,,,
12000286193,185,Soft drinks,,,
12000286209,185,Soft drinks,,,
12000286223,185,Soft drinks,,,
12000504044,500,Water,,,
12000504051,350,Sorft drinks,,,
12000504068,350,Sorft drinks,,,
12000504082,350,Sorft drinks,,,
12000591563,300,Sorft drinks,,,
12000591570,300,Sorft drinks,,,
12000684548,400,Chemical cleaning,,,
12000809941,465,Chemical cleaning,,,
12000809965,465,Chemical cleaning,,,
12000809972,465,Chemical cleaning,,,
12000813313,275,Soft drinks,,,
12005404653,250,Laundry addition,,,
12005427577,475,Laundry addition,,,
12005427584,250,Laundry addition,,,
12044010693,650,Shaving grooms,,,
12044040492,400, ,,,
12044041727,400, ,,,
12125114821,250,Bath,,,
12200710474,1125,Beer,,,
1223004,160,Soft drinks,,,
1223101,160,Soft drinks,,,
1223305,160,Soft drinks,,,
1231100,160,Soft drinks,,,
12344110017,200,Dog food,,,
12546007146,100,Checkout candy,,,
12546008679,100,Checkout candy,,,
12546009256,200,Candy,,,
12546315098,100,Checkout candy,,,
12546672573,250,Gum,,,
12546676090,100,Checkout candy,,,
12546676113,100,Checkout candy,,,
12546676281,300,Candy,,,
12587701294,500,Plastic containers,,,
12587786567,300,Plastic containers,,,
12587788431,300,Plastic containers,,,
1274600,160,Soft drinks,,,
13120017865,300,Frozen phaoto and chicken,,,
13120017889,325,Frozen phaoto and chicken,,,
13300547014,100,Chemical cleaning,,,
13800100672,425,Frozen eentrees and breakfast,,,
13800100726,315,Frozen eentrees and breakfast,,,
13800103420,425,Frozen eentrees and breakfast,,,
13800120076,315,Frozen eentrees and breakfast,,,
13800558121,425,Frozen eentrees and breakfast,,,
13800937742,250,Frozen eentrees and breakfast,,,
14100085393,200,Crackers,,,
14100085478,100,Crackers,,,
14100096061,285,Crackers,,,
14272122919,100,Cookies,,,
15200300294,450,Cat treat,,,
15200300461,400,Unknown,,,
15300200012,100,Pasta quick meal,,,
15300200036,100,Pasta quick meal,,,
15300430235,100,Pasta quick meal,,,
15958976840,165,Dog food,,,
15958976857,200,Dog food,,,
15958983787,200,Dog food,,,
15958985040,250,Dog food,,,
16000106109,250,Unknown,,,
16000158405,idk,Salty snacks,,,
16000159907,225,Salty snacks,,,
16000169203,200,Pasta quick meal,,,
16000263130,150,Pasta quick meal,,,
16000274891,150,Pasta quick meal,,,
16000275164,300,Frozen meat,,,
16000275348,300,Cereal,,,
16000287914,230,Salty snacks,,,
16000374607,175,Chemical cleaning,,,
16000402126,150,Pasta quick meal,,,
16000409811,115,Chemical cleaning,,,
16000409828,115,Chemical cleaning,,,
16000409866,115,Chemical cleaning,,,
16000409873,150,Chemical cleaning,,,
16000410015,150,Chemical cleaning,,,
16000414204,150,Pasta quick meal,,,
16000416284,150,Pasta quick meal,,,
16000417519,150,Pasta quick meal,,,
16000420403,355,Vitiams,,,
16000451278,100,Salty snacks,,,
16000451285,100,Salty snacks,,,
16000458307,175,Chemical cleaning,,,
16000458406,175,Chemical cleaning,,,
16000459007,175,Chemical cleaning,,,
16000459601,175,Chemical cleaning,,,
16000461444,100,Pasta quick meal,,,
16000461475,100,Pasta quick meal,,,
16000461482,100,Pasta quick meal,,,
16000461499,100,Unknown,,,
16000503304,200,Pasta quick meal,,,
16000509405,200,Pasta quick meal,,,
16500040118,350,Stomach medicine,,,
16500044048,450,Stomach medicine,,,
16500074069,575,Vitiams,,,
16500080046,575,Vitiams,,,
16500537595,475,Cold flu relief,,,
16500537601,600,Cold flu relief,,,
16500537618,600,Cold flu relief,,,
16500537649,475,Cold flu relief,,,
16500537694,600,Cracker,,,
16500543473,475,Cold flu relief,,,
16500548416,625,Vitiams,,,
16500550082,800,Vitiams,,,
16500554349,625,Vitiams,,,
16500555292,600,Cracker,,,
16500555919,800,Vitiams,,,
16500555940,800,Vitiams,,,
16500556145,800,Vitiams,,,
16500557098,800,Vitiams,,,
16500559399,500,Cold flu relief,,,
16500559429,500,Cold flu relief,,,
16500562733,650,Cold flu relief,,,
16500980346,200,Chemical cleaning,,,
16571910303,100,Water,,,
16571950842,75,Water,,,
17000003245,200,bath,,,
17000018690,300,bath,,,
17000024103,200,bath,,,
17000026602,125,Bath,,,
17000026701,125,Bath,,,
17000027951,125,Bath,,,
17000029313,300,bath,,,
17000029344,195,Bath,,,
17000030166,195,Bath,,,
17000039008,200,bath,,,
17000039381,300,bath,,,
17000039619,495,bath,,,
17000039626,495,bath,,,
17000039633,495,bath,,,
17000046495,375,bath,,,
17000050140,325,bath,,,
17000071893,300,bath,,,
17000090115,300,bath,,,
17000091532,125,Bath,,,
17000092126,300,Bath,,,
17000092157,300,Bath,,,
17000093062,200,bath,,,
17000109022,125,Bath,,,
17000117072,300,bath,,,
17000118567,650,bath,,,
17000120027,375,bath,,,
17000131382,100,Bath,,,
17000141169,300,bath,,,
17000147079,200,bath,,,
17000994499,375,bath,,,
17082876287,475,Jerky,,,
17082877635,475,Jerky,,,
17276225259,175,first aid,,,
17276225273,150,first aid,,,
17276225280,175,first aid,,,
17276225303,100,first aid,,,
17276225310,100,first aid,,,
17276225945,200,First aid,,,
17276226072,175,first aid,,,
17276226089,250,first aid,,,
17276226096,250,first aid,,,
17276226102,225,first aid,,,
17276226133,200,First aid,,,
17276226140,100,first aid,,,
17276226409,275,first aid,,,
17276226416,550,first aid,,,
17276226430,450,first aid,,,
17276227000,300,first aid,,,
17276227017,200,first aid,,,
17276227048,100,first aid,,,
17276227109,250,First aid,,,
17276227116,200,First aid,,,
17276227178,450,First aid,,,
17276227390,150,first aid,,,
17276227420,100,first aid,,,
17276227543,450,first aid,,,
17276228090,200,first aid,,,
17276228106,250,first aid,,,
17276228113,200,first aid,,,
17276228120,275,first aid,,,
17276228137,175,first aid,,,
17276228144,200,first aid,,,
17276228151,175,first aid,,,
17276228168,175,first aid,,,
17276228175,200,first aid,,,
17276228182,175,first aid,,,
17276229042,100,first aid,,,
17276229059,100,first aid,,,
17276229837,100,first aid,,,
17276229974,100,first aid,,,
17276230109,200,first aid,,,
17276230116,200,first aid,,,
17400100773,idk,Energy drinks,,,
17500207228,120,Fabric softener,,,
17800034067,135,Pet food,,,
17800109642,180,Unknown,,,
17800109659,180,Unknown,,,
17800110303,550,Dog food,,,
17800134651,575,Dog food,,,
17800134835,575,Dog food,,,
17800146395,850,Pet food,,,
17800150149,495,Pet food,,,
17800150187,495,Pet food,,,
17800150200,495,Pet food,,,
17800158435,100,Dog food,,,
17800175043,595,Dog food,,,
17800175401,1725,Dog food,,,
17800404006,550,Dog food,,,
17800410274,550,Dog food,,,
18000073368,100,Soft drinks,,,
18000447626,300,Frozen eentrees and breakfast,,,
1801828,735,Beer,,,
1804320,510,Beer,,,
1806328,510,Beer,,,
1811524,735,Beer,,,
18200007699,1125,Beer,,,
18200007712,1125,Beer,,,
18200059902,1330,Beer,,,
18200069918,1330,Beer,,,
18200150470,855,Beer,,,
18200209987,1000,Beer,,,
18200219856,660,Beer,,,
18200219863,660,Beer,,,
18200530470,1125,Beer,,,
18200532184,1820,Beer,,,
18200967214,1475,Beer,,,
1824324,510,Beer,,,
18341151053,1125,Wine,,,
18341151107,1125,Wine,,,
18341751055,655,Wine,,,
183689001091,500,Unknown,,,
1842621,510,Beer,,,
19014610860,595,Dog food,,,
19014700110,595,Dog food,,,
19014800193,1375,Dog food,,,
19200000956,300,pest control,,,
19200006194,425,Chemical cleaning,,,
19200025690,250,Chemical cleaning,,,
19200028455,450,Fresher,,,
19200741866,450,Fresher,,,
19200752176,200,Chemical cleaning,,,
19200791748,375,Chemical cleaning,,,
19200791786,200,Chemical cleaning,,,
19200793261,535,Chemical cleaning,,,
19200793292,535,Chemical cleaning,,,
19200803069,700,Chemical cleaning,,,
19200811453,250,Chemical cleaning,,,
19200815451,450,Fresher,,,
19200823517,300,Unknown,,,
19200831222,350,Chemical cleaning,,,
19200832625,435,Chemical cleaning,,,
19200833073,475,Chemical cleaning,,,
19200837217,300,Chemical cleaning,,,
19200850179,250,Chemical cleaning,,,
19200850209,200,Chemical cleaning,,,
19200895439,225,Unknown,,,
19200899628,300,Chemical cleaning,,,
19200900362,250,Chemical cleaning,,,
19200903691,350,Chemical cleaning,,,
19200906463,300,Chemical cleaning,,,
19200929875,450,Fresher,,,
19200940047,500,pest control,,,
19200953672,200,Chemical cleaning,,,
19200955270,300,Chemical cleaning,,,
19617084,200,Eyewear,,,
19800001179,400,Chemical cleaning,,,
19800001285,550,Chemical cleaning,,,
19800036591,100,Dish,,,
19800036638,100,Dish,,,
19800036676,100,Dish,,,
19800036744,100,Dish,,,
19800201333,325,Chemical cleaning,,,
19800317690,325,Chemical cleaning,,,
19800702175,500,Chemical cleaning,,,
19800704803,300,Unknown,,,
19800801373,325,Chemical cleaning,,,
20001421,150,Soft drinks,,,
20200005995,100,Cookies,,,
20200025504,155,Cookies,,,
20200027027,180,Cookies,,,
20200029700,155,Cookies,,,
20200029724,155,Cookies,,,
20200029748,155,Cookies,,,
20200029762,155,Cookies,,,
20200129776,180,Cookies,,,
20200129783,175,Cookies,,,
20200130031,155,Cookies,,,
20200130048,175,Cookies,,,
20200150008,100,Cookies,,,
20200150015,100,Cookies,,,
20200150039,100,Cookies,,,
20200150046,100,Cookies,,,
20200150053,100,Cookies,,,
20200170044,180,Cookies,,,
20200170068,180,Cookies,,,
20200170105,175,Cookies,,,
20200170112,175,Cookies,,,
20200189183,180,Cookies,,,
21000012534,375,Pasta,,,
21000023226,100,Pasta,,,
21000023394,375,Pasta,,,
21000032563,375,Pasta,,,
21000034055,225,Pasta quick meal,,,
21000044429,300,Pasta,,,
21000044962,395,Pasta,,,
21000051533,450,Pasta,,,
21000054572,295,Cheese,,,
21000057849,450,Pasta,,,
21000604647,395,Cheese,,,
21000611447,296,Cheese,,,
21000612239,295,Cheese,,,
21000653713,130,Pasta,,,
21000658862,250,Pasta,,,
21000658893,250,Pasta,,,
21000658930,250,Pasta,,,
21000658978,130,Pasta,,,
21000671489,300,Pasta,,,
21000725403,385,Pasta,,,
21200000003,150,brooms and mops,,,
21200001833,150,brooms and mops,,,
21200417566,350,brooms and mops,,,
21200520419,450,brooms and mops,,,
21200520426,250,brooms and mops,,,
21200572807,295,brooms and mops,,,
21200978562,650,brooms and mops,,,
21555764841,150,Cosmetic,,,
21600103762,180,Pasta,,,
22000002785,100,Checkout candy,,,
22000013316,100,Checkout candy,,,
22000109965,235,Gum,,,
22000112484,235,Gum,,,
22000112491,235,Gum,,,
22000112507,225,Gum,,,
2225427,325,Shaving grooms,,,
2231905,300,Candy,,,
22400393636,400, ,,,
22400393667,400, ,,,
22400393728,400, ,,,
22400393759,400, ,,,
2242036,150,Unknown,,,
22600223290,550,Shaving grooms,,,
2266600,100,Checkout candy,,,
22700000319,700,Cosmetic,,,
22700007295,450,Chemical cleaning,,,
22700009619,600,Cosmetic,,,
22700047734,450,Cosmetic,,,
22700055258,500,Cosmetic,,,
22700055265,500,Cosmetic,,,
22700055326,500,Cosmetic,,,
22700055333,500,Cosmetic,,,
22700056804,800,Cosmetic,,,
22700057009,800,Cosmetic,,,
22700057207,800,Cosmetic,,,
22700062485,400,Chemical cleaning,,,
22700062560,400,Cosmetic,,,
22700062645,400,Chemical cleaning,,,
22700097746,700,Cosmetic,,,
22700097777,700,Cosmetic,,,
22700097784,700,Cosmetic,,,
22700098460,600,Cosmetic,,,
22700102990,450,Cosmetic,,,
22700103225,450,Chemical cleaning,,,
22700122110,600,Cosmetic,,,
22700122134,600,Cosmetic,,,
22700122196,600,Cosmetic,,,
22700122868,600,Cosmetic,,,
22700185580,600,Cosmetic,,,
22700185665,600,Cosmetic,,,
22700185740,600,Cosmetic,,,
22700251049,600,Cosmetic,,,
22700251124,700,Cosmetic,,,
22700251131,700,Cosmetic,,,
22700251148,700,Cosmetic,,,
22700251186,600,Cosmetic,,,
22700442300,600,Cosmetic,,,
22700469765,450,Cosmetic,,,
22700469925,450,Cosmetic,,,
22700470167,450,Cosmetic,,,
22700470174,450,Cosmetic,,,
22700470235,450,Cosmetic,,,
22700470242,450,Cosmetic,,,
22700471577,500,Cosmetic,,,
22700471584,500,Cosmetic,,,
22700472406,500,Cosmetic,,,
22700574971,500,Cosmetic,,,
22700574988,500,Cosmetic,,,
22700576418,700,Cosmetic,,,
22700576432,700,Cosmetic,,,
22700577736,600,Cosmetic,,,
22700578993,600,bath,,,
22700580897,700,Cosmetic,,,
22700580910,700,Cosmetic,,,
22700581009,600,Cosmetic,,,
22700581030,600,Cat c flashlights and battlery,,,
22700632220,500,Cosmetic,,,
22700632305,500,Cosmetic,,,
22700632480,500,Cosmetic,,,
22700632565,628,Pet,,,
22700705740,400,pest control,,,
22798177504,250,Chemical cleaning,,,
2284509,100,Checkout candy,,,
229000290765,475,Dog treat,,,
2292605,100,Checkout candy,,,
23100000992,175,Cat treat,,,
23100001579,175,Cat treat,,,
23100001586,175,Cat treat,,,
23100010045,75,Dog treat,,,
23100010069,125,dog treat,,,
23100010182,125,dog treat,,,
23100014012,75,Unknown,,,
23100014050,75,Unknown,,,
23100015095,125,dog treat,,,
23100015705,125,dog treat,,,
23100017792,75,Unknown,,,
23100019079,75,Dog treat,,,
23100023496,525,Unknown,,,
23100024516,75,Unknown,,,
23100024523,75,Unknown,,,
23100100883,350,Pet food,,,
23100101606,200,Dog food,,,
23100102665,75,Unknown,,,
23100102696,75,Unknown,,,
23100102702,75,Unknown,,,
23100102962,2.1,Cat treat,,,
23100103037,450,Dod treat,,,
23100103068,395,Dog food,,,
23100103631,450,Dog food,,,
23100103648,450s,Dog food,,,
23100103969,300,Cat treat,,,
23100105154,75,Unknown,,,
23100105437,175,Cat treat,,,
23100106489,300,Cat treat,,,
23100107356,450,Dod treat,,,
23100108315,75,Unknown,,,
23100108322,75,Unknown,,,
23100108360,75,Unknown,,,
23100108605,395,Dog food,,,
23100108827,450,Dod treat,,,
23100110110,395,Dog food,,,
23100110349,450,Dog food,,,
23100110691,395,Dog food,,,
23100110776,300,Cat treat,,,
23100111162,75,Dog treat,,,
23100113838,75,Dog treat,,,
23100113852,75,Unknown,,,
23100117072,595,Chemical cleaning,,,
23100117089,395,Dog food,,,
23100223902,175,Cat treat,,,
23100279909,65,Cat treat,,,
23100335827,75,Unknown,,,
23400002016,395,Laundry addition,,,
23400010707,100,Dish,,,
23400016204,100,Dish,,,
23400021079,275,Fresher,,,
23400350018,100,Dish,,,
23400354498,100,Dish,,,
23400354696,275,Fresher,,,
23400998081,100,Dish,,,
23513807300,450,Cracker,,,
23513808307,450,Cracker,,,
23513809304,450,Cracker,,,
23513817309,800,Cracker,,,
23513818306,800,Cracker,,,
23700032560,525,Frozen phaoto and chicken,,,
24021790368,600,Eyewear,,,
24021790375,600,Eyewear,,,
24021790399,600,Eyewear,,,
24021790412,600,Eyewear,,,
24021790719,800,Reading glasses,,,
24021790764,800,Reading glasses,,,
24021790795,800,Reading glasses,,,
24021790825,800,Reading glasses,,,
24021790849,800,Reading glasses,,,
24021791334,800,Reading glasses,,,
24021791341,800,Reading glasses,,,
24021791358,800,Reading glasses,,,
24021791365,800,Reading glasses,,,
24021791372,800,Reading glasses,,,
24021791389,800,Reading glasses,,,
24021794199,800,Reading glasses,,,
24021794656,800,Reading glasses,,,
24021795004,800,Reading glasses,,,
24021795332,800,Reading glasses,,,
24021795790,800,Reading glasses,,,
24021798050,600,Reading glasses things,,,
24021798777,800,Reading glasses,,,
24021799002,800,Reading glasses,,,
24021799637,800,Reading glasses,,,
24021800081,800,Reading glasses,,,
24021800951,800,Reading glasses,,,
24021800968,800,Reading glasses,,,
24021800999,800,Reading glasses,,,
24021801538,800,Eyewear,,,
24021815467,600,Eyewear,,,
24021815481,600,Eyewear,,,
24021815504,600,Eyewear,,,
24021817010,600,Eyewear,,,
24021817195,600,Eyewear,,,
24021817263,600,Eyewear,,,
24021822069,600,Eyewear,,,
24021825015,600,Eyewear,,,
24021825022,600,Eyewear,,,
24021825237,600,Eyewear,,,
24021826029,600,Eyewear,,,
24021826630,600,Eyewear,,,
24021833010,600,Eyewear,,,
24021834314,600,Eyewear,,,
24021834437,600,Eyewear,,,
24021835038,600,Eyewear,,,
24021837292,600,Eyewear,,,
24021838435,600,Eyewear,,,
24021843026,600,Eyewear,,,
24021846805,600,Eyewear,,,
24021852783,600,Eyewear,,,
24021863277,600,Eyewear,,,
24100109876,200,Crackers,,,
24100109999,150,Crackers,,,
24100110414,200,Crackers,,,
24100705665,200,Crackers,,,
24100705825,200,Crackers,,,
24100705849,200,Crackers,,,
24144812251,175,first aid,,,
24144812268,400,first aid,,,
24144812275,400,first aid,,,
24144812282,400,first aid,,,
24144812299,225,first aid,,,
24200050160,675,Luadgry detergent,,,
24200060947,450,Laundry detergents,,,
24200089962,395s,Fabric softener,,,
24200089993,395s,Fabric softener,,,
24200092061,450,Luadgry detergent,,,
24200092689,700,Luadry detergent,,,
24200095666,395s,Fabric softener,,,
24200096472,500,Laundry addition,,,
24200096687,675,Luadgry detergent,,,
24200096748,395,Luadgry detergent,,,
24200097875,395,Luadry detergent,,,
24200098056,500,Laundry addition,,,
24500060494,365,Sport drinks,,,
24500192423,360,Sport drinks,,,
24500334823,100,Sport drinks,,,
24500334830,100,Sport drinks,,,
24500335233,230,Sport drinks,,,
24500335240,230,Sport drinks,,,
24500335493,230,Sport drinks,,,
24500437319,360,Sport drinks,,,
24500437777,200,Sport drinks,,,
25000034763,100,Water,,,
25000034824,100,Water,,,
25000053818,100,Soft drinks,,,
25077591480,650,Vitiams,,,
25293000988,335,Dairy and milk,,,
25500000343,395,Unknown,,,
25500003665,695,Unknown,,,
25700395720,325,Chemical cleaning,,,
25700700791,300,Unknown,,,
25700707554,325,Chemical cleaning,,,
25700708094,335,Chemical cleaning,,,
25700713623,325,Chemical cleaning,,,
25700713814,400,Chemical cleaning,,,
26200471808,200,Salty snacks,,,
26851123798,285,Pet,,,
26851124092,300,Pet,,,
27000382493,300,Combinations,,,
27000419007,100,PUDDING CUPS,,,
27000419014,100,PUDDING CUPS,,,
27000419021,100,PUDDING CUPS,,,
27000419038,100,PUDDING CUPS,,,
27000419199,100,PUDDING CUPS,,,
27000419205,100,PUDDING CUPS,,,
27000419229,100,PUDDING CUPS,,,
27000419328,100,PUDDING CUPS,,,
27000441930,125,Lip care,,,
27000490167,100,Popcorn,,,
27000490174,300,Popcorn,,,
27331000332,200,Corn and flour Tuqrlta,,,
27331000363,240,Corn and flour Tuqrlta,,,
27331000608,170,Corn and flour Tuqrlta,,,
27541009293,295,Water,,,
27541009644,200,Water,,,
27815001114,325,Frozen wieners and bacon,,,
27815001237,250,Frozen meat,,,
27815003200,365,Frozen ham,,,
27815003446,365,Frozen meat,,,
27815003477,285,Frozen eentrees and breakfast,,,
27815004375,350,Frozen ham,,,
27815004382,350,Frozen ham,,,
27815300507,325,Frozen meat,,,
27815300569,225,Frozen meat,,,
27815308114,365,Frozen ham,,,
27815411081,425,Frozen meat,,,
27815411098,425,Frozen ham,,,
27815597266,150,Frozen ham,,,
27917006239,425,Vitiams,,,
27917014715,500,Vitiams,,,
28000033279,275,Baking needs,,,
28000089009,85,Checkout candy,,,
28000131708,85,Checkout candy,,,
28000202033,85,Checkout candy,,,
28000217600,275,Baking needs,,,
28000466312,595,Coffee,,,
28000593933,695,Unknown,,,
28000781675,100,Unknown,,,
28000822057,100,Unknown,,,
28000825553,275,Unknown,,,
28300199996,300,Dairy,,,
28400000789,250,Salty snacks,,,
28400002295,200,Salty snacks,,,
28400002882,695,Salty snacks,,,
28400002899,695,Salty snacks,,,
28400009850,295,Salty snacks,,,
28400019378,295,Salty snacks,,,
28400047685,295,Salty snacks,,,
28400055987,300,Salty snacks,,,
28400070959,350,Salty snacks,,,
28400071031,300,Salty snacks,,,
28400083591,295,Salty snacks,,,
28400084048,295,Salty snacks,,,
28400084055,295,Salty snacks,,,
28400116886,295,Salty snacks,,,
28400159388,350,Unknown,,,
28400190794,200,Salty snacks,,,
28400190800,200,Salty snacks,,,
28400199148,idk,Unknown,,,
28400201261,idk,Unknown,,,
28400238243,695,Salty snacks,,,
28400240185,325,Salty snacks,,,
28400240192,325,Salty snacks,,,
28400371858,325,Salty snacks,,,
28400426008,200,Salty snacks,,,
28400580281,295,Salty snacks,,,
28400586573,350,Salty snacks,,,
28400589277,295,Salty snacks,,,
28400589284,295,Salty snacks,,,
28400589291,295,Salty snacks,,,
28400589321,295,Salty snacks,,,
28400589895,295,Salty snacks,,,
28400590020,295,Salty snacks,,,
28400595070,295,Salty snacks,,,
28400595094,295,Salty snacks,,,
28400595117,295,Salty snacks,,,
28400595247,295,Unknown,,,
28400595834,200,Salty snacks,,,
28400596688,295,Salty snacks,,,
28400596695,295,Salty snacks,,,
28785300405,350,first aid,,,
29000019829,375,Nuts,,,
29000072084,375,Nuts,,,
29000072091,375,Nuts,,,
2948479515831,100,Cookies,,,
29700001148,185,Pasta quick meal,,,
30000036907,240,Dog food,,,
30000050705,250,Dog food,,,
30000321386,195,Dog food,,,
30000321416,195,Dog food,,,
300054755315,500,Vitiams,,,
300054756305,500,Vitiams,,,
300054758309,500,Vitiams,,,
300054860705,700,Vitiams,,,
300312094705,775,Cracker,,,
300318736128,625,Cracker,,,
300318738122,700,Cracker,,,
300318739129,700,Cracker,,,
300318751121,700,Cracker,,,
300318753033,950,Cracker,,,
30036001900,200,Chemical cleaning,,,
30036002051,200,Fresher,,,
30036002204,200,Fresher,,,
30036846525,185,Chemical cleaning,,,
30036846587,285,Chemical cleaning,,,
30036846594,225,Chemical cleaning,,,
300430117188,450,Stomach medicine,,,
300430134109,275,Stomach medicine,,,
300450134042,565,Stomach medicine,,,
300450212122,600,Stomach medicine,,,
300450261250,650,Cracker,,,
300450262257,650,Cracker,,,
300450271259,650,Cracker,,,
300450295095,350,Stomach medicine,,,
300450521088,650,Cracker,,,
300450525086,650,Cracker,,,
300450547248,650,Cracker,,,
300450550248,600,Cracker,,,
300450581181,650,Cracker,,,
300650356046,550,Eyecare,,,
300650356107,925,Eyecare,,,
300650361026,250,Eyecare,,,
300650361033,600,Eyecare,,,
300651431285,800,Eyecare,,,
300651431315,500,Eyecare,,,
300653144503,800,Eyecare,,,
300676426068,650,Cracker,,,
300677918067,650,Cracker,,,
300678128083,1200,Cracker,,,
300678130086,650,Cracker,,,
300810730884,425,first aid,,,
300810737944,500,first aid,,,
30100033196,255,Cookies,,,
30100058014,255,Cookies,,,
30100100263,255,Cookies,,,
30100100379,255,Cookies,,,
30100100447,255,Cookies,,,
30100100577,295,Crackers,,,
30100103097,280,Crackers,,,
30100111764,285,Crackers,,,
30100112846,200,Cookies,,,
30100182016,280,Crackers,,,
30100203636,255,Cookies,,,
30100540946,255,Cookies,,,
